nombre,edad,genero,provincia,ciudad,pizza,lugar_comida,musica,mus_relajada,mus_rapida,salir,actividades,photo,latitud,longitud
Delia Motrea,30,otro,Lleida,Linyola,estresemana,noche,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1624.jpg,41.7104501,0.9037626
Rochel Sofi,92,otro,Soria,Aldealseñor,estresemana,mañana,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/682.jpg,41.8799681,-2.3144689
Tenell Essahely,78,otro,Asturias,Degaña,estresemana,mañana,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1581.jpg,42.9406475,-6.5712537
Josiah Viviani,78,hombre,Segovia,Cerezo de abajo,estresemana,noche,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1594.jpg,41.2186447,-3.5920952
Roxanne Fierros,56,otro,Santa_cruz_de_tenerife,Tacoronte,estresemana,mañana,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/156.jpg,28.4805316,-16.4137605
Eboni Banzer,82,mujer,Cadiz,Paterna de rivera,estresemana,tarde,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/772.jpg,36.5229634,-5.864702
Shanaz Moroba,32,otro,Santa_cruz_de_tenerife,Valverde,find de semana,noche,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1956.jpg,19.5820464,-71.0461119
Khai Okojie,95,otro,Caceres,Zarza la mayor,find de semana,tarde,disco,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1802.jpg,39.87819065,-6.861739797362906
Tandrea Fernandez de liencres,63,mujer,Navarra,Pueyo,estresemana,mañana,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/141.jpg,42.565559,-1.6483398
Tyne Bolopo,22,mujer,Caceres,Rebollar,find de semana,noche,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1289.jpg,40.1537946,-5.898349
Tonika Gajewski,28,mujer,Albacete,Villatoya,find de semana,tarde,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1947.jpg,39.333966,-1.3387842
Leeza Ursueguia,48,mujer,Navarra,Espronceda,estresemana,mañana,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/556.jpg,42.5967145,-2.3049081
Susannah Pohlmann,59,mujer,Badajoz,Guareña,estresemana,mañana,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/2013.jpg,38.8592191,-6.1028965
Dorrian Banner,83,otro,Tarragona,Poboleda,find de semana,mañana,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/426.jpg,41.233358,0.844888
Cleon Schurmann,77,hombre,Navarra,Saldías,estresemana,mañana,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1531.jpg,43.0888659,-1.7792157
Etoya Hansel,79,hombre,Huesca,Azara,find de semana,noche,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/92.jpg,42.069156,-0.0311466
Martina Papadopol,88,mujer,Lleida,Puigverd de lleida,find de semana,tarde,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1953.jpg,41.5436104,0.7334031
Meighan Kleiman,43,mujer,Santa_cruz_de_tenerife,Garachico,find de semana,noche,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1506.jpg,28.373686,-16.7640491
Fedrick Vino,78,otro,Murcia,Beniel,find de semana,noche,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/220.jpg,38.046901,-1.0012798
Dolores Mulato,69,hombre,Soria,Matamala de almazán,find de semana,noche,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/610.jpg,41.50537,-2.6411258
Hieu Hoyal,50,otro,Zaragoza,Sisamón,estresemana,mañana,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1523.jpg,41.1708396,-2.0042537
George Fallada,50,hombre,Valencia,Tous,estresemana,noche,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/603.jpg,39.1397505,-0.5881834
Amari Zroudi,88,otro,Cadiz,Cádiz,find de semana,tarde,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1455.jpg,36.5297438,-6.2928976
Lue Ouhamou,54,hombre,Alicante,Tàrbena,estresemana,mañana,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1193.jpg,38.6936688,-0.1020792
Shelia Zebair,41,otro,Valladolid,"Mudarra, la",find de semana,tarde,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1817.jpg,39.9739621,-3.077151
Kyndel Hamraoui,34,mujer,Toledo,Lucillos,estresemana,mañana,bar,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/193.jpg,39.9849265,-4.6117589
Camilo Badjie,53,otro,Lugo,Friol,estresemana,tarde,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1997.jpg,43.0303761,-7.7939267
Elmore Narvion,21,otro,Cuenca,Santa maría de los llanos,estresemana,tarde,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1340.jpg,39.4899136,-2.8112823
Tascha Sawlani,21,hombre,Cadiz,Zahara,estresemana,noche,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/143.jpg,36.8405841,-5.3905374
Jona Marcenaro,69,otro,Guadalajara,Adobes,find de semana,mañana,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1649.jpg,40.6762401,-1.6793064
Fauna Chriet,35,mujer,Alava,Zigoitia,find de semana,tarde,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/862.jpg,42.9568048,-2.7350578
Vidal Imbuluzqueta,37,otro,Granada,Dílar,estresemana,tarde,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1361.jpg,37.0737362,-3.6010019
Linus Sorici,95,hombre,Lleida,Sant esteve de la sarga,estresemana,mañana,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1586.jpg,42.0798949,0.7640458
Douglas Irurieta,93,mujer,Soria,"Póveda de soria, la",find de semana,noche,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/36.jpg,41.9956634,-2.5521794
Shance Tarif,71,hombre,Avila,Mombeltrán,find de semana,mañana,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/109.jpg,40.2594639,-5.0167649
Brondon Lahcene,64,otro,Asturias,Salas,estresemana,noche,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/659.jpg,43.4079447,-6.257951397030386
Shomari Farhaoui,86,otro,Ceuta,Ceuta,estresemana,mañana,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1883.jpg,35.89442195,-5.355817352394269
Yusef Cales,45,mujer,Murcia,Abanilla,find de semana,mañana,bar,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1415.jpg,38.2053567,-1.0408321
Mariela Fernandez arguelles,45,otro,Huesca,Ontiñena,find de semana,noche,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1289.jpg,41.6761857,0.0891758
Monalisa Ghanam,20,otro,Huesca,Ansó,find de semana,mañana,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1916.jpg,42.7554883,-0.8289324
Kailin Zariouhi,37,mujer,Navarra,San adrián,estresemana,noche,disco,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/775.jpg,42.3327818,-1.9336689
Roshana Gil azaña,92,hombre,Cantabria,Rasines,find de semana,mañana,disco,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/424.jpg,43.3068101,-3.4261975
Trae Carlus,56,otro,Salamanca,Lagunilla,find de semana,noche,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1415.jpg,40.3247404,-5.9717522
Tyler Mcrae,92,hombre,Alicante,Aigües,estresemana,tarde,disco,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/75.jpg,38.500265,-0.3634258
Hadassah Papis,34,otro,Soria,Bliecos,find de semana,noche,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/430.jpg,41.5281846,-2.2718261
Manuela Cordovan,97,hombre,Melilla,Melilla,find de semana,mañana,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/114.jpg,35.29291145,-2.950720236037561
Valrie Panadell,37,mujer,Cuenca,Arguisuelas,estresemana,noche,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1174.jpg,39.8323266,-1.821017
Trampus Serrataco,99,mujer,Islas_baleares,Andratx,estresemana,noche,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1346.jpg,39.5745956,2.4202061
Marlenne Bouachmir,28,hombre,Asturias,Langreo,find de semana,mañana,disco,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/364.jpg,43.2950131,-5.683431
Laqueisha Fomba,93,otro,Albacete,Navas de jorquera,estresemana,tarde,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/562.jpg,39.2799099,-1.7184266
Braiden Lopez de roda,53,mujer,Granada,Albolote,estresemana,mañana,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/399.jpg,37.2306219,-3.6570779
Channy Tsolov,57,hombre,Lleida,"Soleràs, el",find de semana,mañana,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1609.jpg,41.41370585,0.676948846568645
Tywan Kah,40,mujer,Murcia,Cehegín,estresemana,tarde,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1717.jpg,38.0925078,-1.7987525
Alexanderia Rombola,58,otro,Huelva,San juan del puerto,estresemana,noche,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/791.jpg,37.3142155,-6.8407764
Jacoby Torje,95,otro,Huelva,Nerva,find de semana,tarde,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/925.jpg,37.6950788,-6.5504799
Shavanna Sanchez fuentes,91,otro,Valencia,Alborache,estresemana,noche,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1405.jpg,39.3917086,-0.7711311
Valarie Garcia vallaure,92,hombre,Avila,San pascual,estresemana,noche,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1753.jpg,40.881645,-4.7550974
Jenine Arabiotorre,44,otro,Ourense,Montederramo,estresemana,noche,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/565.jpg,42.2752812,-7.5027103
Mallie Frenzel,53,hombre,Melilla,Melilla,find de semana,mañana,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/951.jpg,35.29291145,-2.950720236037561
Greta Pomana,65,otro,Tarragona,Bot,estresemana,tarde,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1610.jpg,41.0094492,0.385667
Herman Ruiz de luna,67,otro,Caceres,Torrejón el rubio,find de semana,noche,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/712.jpg,39.7713402,-6.013256
Renny Bajet,86,mujer,Cadiz,Jerez de la frontera,estresemana,noche,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1630.jpg,36.6816936,-6.1377402
Clarissa Boulahia,29,hombre,Palencia,Respenda de la peña,find de semana,tarde,disco,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1297.jpg,42.7652208,-4.6860529
Yehudis De loño,32,mujer,Cadiz,"Gastor, el",estresemana,tarde,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1421.jpg,36.8076858,-5.3764583
Cristabel Zhukov,70,mujer,Asturias,San martín del rey aurelio,estresemana,noche,bar,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1758.jpg,43.2752687,-5.6039826
Leonela Garcia ortiz,49,hombre,Granada,Marchal,estresemana,mañana,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/849.jpg,37.2963627,-3.2021995
Micala Morogan,99,mujer,Las_palmas,Pájara,estresemana,noche,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/707.jpg,28.3497867,-14.1080857
Careen Caido,69,otro,Caceres,Arroyomolinos,estresemana,mañana,disco,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1390.jpg,39.1855991,-6.1630632
Joeann Venter,24,otro,Melilla,Melilla,estresemana,tarde,disco,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/51.jpg,35.29291145,-2.950720236037561
Torell Meila,76,otro,Palencia,Riberos de la cueza,find de semana,noche,disco,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/2003.jpg,42.2784342,-4.7247277
Junaid Zarraua,31,otro,Pontevedra,Forcarei,find de semana,mañana,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1170.jpg,42.5900309,-8.3509643
Teairra Pujol galceran,57,otro,Albacete,Peñascosa,find de semana,noche,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1263.jpg,38.6723904,-2.4097367
Lyndon Mouchet,95,hombre,Tarragona,"Torre de fontaubella, la",estresemana,mañana,disco,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1985.jpg,41.118803,0.8413065
Judson Langarika,23,mujer,Teruel,Pitarque,find de semana,tarde,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1062.jpg,40.6485207,-0.5924366
Chade Jame,97,hombre,Zamora,Villavendimio,find de semana,mañana,disco,montaña,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/70.jpg,41.578104,-5.3430121
Jolynn Touis,60,otro,Almeria,Almócita,estresemana,tarde,bar,montaña,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/875.jpg,37.003137,-2.7904479
Gwendolynn De lario,73,otro,Guadalajara,Sacecorbo,estresemana,mañana,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/741.jpg,40.8326286,-2.4171017
Tavio Boure,76,otro,Murcia,"Unión, la",estresemana,tarde,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/272.jpg,30.044304,-82.3954479
Jacobus Arquiola,74,otro,Madrid,Valdemanco,find de semana,tarde,bar,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1325.jpg,40.863336950000004,-3.6624598591227406
Lucio Bobbio,36,otro,Murcia,Pliego,find de semana,mañana,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1681.jpg,37.9884543,-1.5061409
Arnie Okyere,72,hombre,Navarra,Barañain,estresemana,mañana,bar,playa,bar,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1218.jpg,42.8048344,-1.6810202
Kortni Maceas,25,mujer,Ourense,Leiro,estresemana,mañana,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1189.jpg,42.3701611,-8.1248862
Rochele Delgado de mendoza,88,mujer,Valladolid,Mota del marqués,find de semana,mañana,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/809.jpg,41.6327366,-5.1772834
Maite Sorici,54,hombre,Las_palmas,Pájara,find de semana,noche,bar,montaña,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/41.jpg,28.3497867,-14.1080857
Chaye Diaz tejeiro,43,otro,Zamora,Ferreras de arriba,estresemana,tarde,bar,montaña,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/827.jpg,41.8986094,-6.1944138
Corvette Regalgo,41,mujer,Navarra,Mirafuentes,find de semana,tarde,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/5.jpg,42.6218731,-2.2783646
Santana Marre,70,otro,A_coruna,Malpica de bergantiños,estresemana,mañana,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1343.jpg,43.3243063,-8.8086666
Trivia Chanez,71,otro,Alicante,Benejúzar,estresemana,noche,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1421.jpg,38.0766016,-0.8392077
Lamanda Ubiera,37,hombre,Badajoz,Orellana la vieja,find de semana,tarde,disco,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1107.jpg,39.004797,-5.5352245
Yasser Pettit,82,mujer,Madrid,Villa del prado,find de semana,noche,bar,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/242.jpg,40.2764752,-4.3048032
Hasani Thomasa,43,hombre,Asturias,Piloña,find de semana,tarde,bar,playa,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1598.jpg,43.3340915,-5.331034991375827
Santosh Murgo,80,otro,Melilla,Melilla,estresemana,tarde,disco,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/690.jpg,35.29291145,-2.950720236037561
Calem Menzinger,91,mujer,Murcia,Murcia,find de semana,tarde,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/701.jpg,37.9923795,-1.1305431
Revel Caranfil,27,otro,Lugo,"Saviñao, o",find de semana,mañana,disco,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/879.jpg,42.5820824,-7.6289632
Shamaria Zanette,22,hombre,Madrid,Villa del prado,estresemana,tarde,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1755.jpg,40.2764752,-4.3048032
Keonia Aber,87,mujer,Girona,Vilopriu,estresemana,tarde,disco,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1557.jpg,42.1043198,2.9918548
Tre Osmanov,25,otro,Cordoba,Castro del río,find de semana,tarde,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1158.jpg,37.6911602,-4.4826954
Keidra Ain,64,otro,Madrid,Torrejón de velasco,estresemana,noche,bar,playa,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1050.jpg,40.1869283,-3.7769069
Kaitlen Hearn,89,otro,Valencia,Buñol,find de semana,tarde,bar,playa,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/148.jpg,39.4189582,-0.7909637
Cherrell Franken,52,otro,Almeria,Bacares,find de semana,tarde,bar,playa,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/497.jpg,37.261184,-2.453323
Avril Mosneag,28,hombre,Sevilla,Gerena,find de semana,noche,bar,montaña,bar,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1920.jpg,37.5293784,-6.1556433
Ajene Aoulad bel ayachi,50,hombre,Avila,Cepeda la mora,estresemana,noche,disco,playa,bar,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/552.jpg,40.4576267,-5.0488492
Charisa Emde,29,mujer,Leon,Gordaliza del pino,estresemana,tarde,bar,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1479.jpg,42.3435046,-5.1575995
Rosey Aselman,26,hombre,Cadiz,Algodonales,estresemana,noche,bar,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1482.jpg,36.879693,-5.4047755
Jina Jimenez alfaro,49,mujer,Santa_cruz_de_tenerife,"Sauzal, el",estresemana,noche,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1476.jpg,-40.5903295,-73.1434043
Hakan Engay,48,hombre,Cantabria,Reinosa,estresemana,tarde,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1451.jpg,43.0010076,-4.1378363
Colten Rabina,47,otro,Ciudad_real,Fuente el fresno,estresemana,mañana,bar,montaña,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1456.jpg,39.2276397,-3.7741252
Towanna Isarn,58,mujer,Zaragoza,Utebo,estresemana,tarde,disco,montaña,disco,perros,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/13.jpg,41.7140829,-0.9943593
Libbie Guimet,26,otro,Toledo,Espinoso del rey,find de semana,mañana,disco,montaña,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/534.jpg,39.6525317,-4.7842048
Daphnee Hardcastle,29,hombre,Ceuta,Ceuta,find de semana,noche,disco,playa,bar,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1956.jpg,35.89442195,-5.355817352394269
Domminic Remondegui,40,otro,Caceres,Navalvillar de ibor,find de semana,tarde,disco,montaña,disco,perros,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1381.jpg,39.5849648,-5.4130536
Mozell Errondosoro,89,otro,Granada,Darro,find de semana,mañana,bar,playa,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1577.jpg,37.3491909,-3.2933648
Thomas Pickett,35,otro,Asturias,Grado,estresemana,mañana,bar,montaña,disco,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/470.jpg,45.6781065,13.3979091
Staley Salifu,96,mujer,Alava,Amurrio,estresemana,noche,bar,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1081.jpg,43.0510034,-2.9997847
Starlyn Claesson,71,otro,Soria,Valderrodilla,estresemana,mañana,disco,playa,disco,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/903.jpg,41.5638171,-2.8073995
Rache Corcodel,20,hombre,Ciudad_real,Villamanrique,estresemana,tarde,bar,playa,bar,gatos,salir,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/498.jpg,38.5457838,-2.9979338
Rasul Garcia muro,86,mujer,Girona,Masarac,estresemana,tarde,bar,playa,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1802.jpg,42.3509939,2.9723618
Sherryann Cebriano,81,otro,Barcelona,Montcada i reixac,find de semana,mañana,disco,montaña,bar,perros,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/472.jpg,41.4823115,2.1869985
Jebadiah Pezantes,33,hombre,Toledo,Sartajada,estresemana,tarde,bar,montaña,disco,gatos,netflix,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/135.jpg,40.2128437,-4.7930823
Cleon Seri,28,otro,Navarra,Lodosa,estresemana,tarde,disco,playa,disco,gatos,deporte,/home/veggiedev/Curso-Python/Django/buscoAmigos/templates/buscoAmigosApp/Images/1008.jpg,42.4241886,-2.0785646
